,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-1906000.0,2377000.0,5056000.0,9287000.0,11081000.0,10793000.0,16476000.0,19194000.0,97239000.0,118763000.0,223428000.0
depreication,4637000.0,8374000.0,12174000.0,16975000.0,23571000.0,28285000.0,33306000.0,38862000.0,41339000.0,43562000.0,47283000.0
cash_and_equiv,0.0,4065000.0,10761000.0,6818000.0,14482000.0,62510000.0,90442000.0,177889000.0,231520000.0,333485000.0,229627000.0
long_term_debt,0.0,92469000.0,103412000.0,220657000.0,281532000.0,507383000.0,636510000.0,783344000.0,801787000.0,1170601000.0,1189215000.0
long_term_assets,0.0,95558000.0,114874000.0,223340000.0,269704000.0,383804000.0,423113000.0,517530000.0,563733000.0,793886000.0,894521000.0
revenue,0.0,0.0,0.0,0.0,862980000.0,299869000.0,353121000.0,401231000.0,1653225000.0,1968650000.0,2669844000.0
eps_diluted,0.0,0.0,0.0,0.0,1.23,1.3,0.53,0.64,3.27,4.01,7.74
