,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,107354000.0,149979000.0,254916000.0,275819000.0,326192000.0,284140000.0,559747000.0,470445000.0,427890000.0,699999000.0,1283757000.0,443357000.0,682942000.0,941009000.0,1692850000.0,1607306000.0,1693741000.0,1231625000.0
revenue,0.0,595664000.0,725532000.0,785665000.0,912023000.0,1033303000.0,1207473000.0,1363336000.0,1624699000.0,1851917000.0,1824228000.0,2291057000.0,2815241000.0,2868755000.0,3109736000.0,3386115000.0,3493844000.0,4484980000.0
net_income,0.0,21660000.0,53006000.0,56938000.0,89212000.0,123203000.0,125174000.0,148520000.0,218125000.0,234327000.0,284477000.0,1025659000.0,242224000.0,285501000.0,234225000.0,310672000.0,397090000.0,150379000.0
eps_diluted,0.0,0.43,1.01,1.07,1.55,2.11,1.07,1.26,1.81,0.95,1.17,4.01,0.91,1.06,0.86,1.14,1.46,0.56
depreication,0.0,74638000.0,84291000.0,93004000.0,113837000.0,129130000.0,159485000.0,186851000.0,186177000.0,240147000.0,242368000.0,345715000.0,456929000.0,470928000.0,0.0,0.0,0.0,0.0
long_term_debt,0.0,0.0,297863000.0,320702000.0,723404000.0,712951000.0,1073168000.0,1093375000.0,1960533000.0,2181807000.0,2817016000.0,3696860000.0,3615122000.0,3629595000.0,6098544000.0,4950763000.0,5687825000.0,12102560000.0
long_term_assets,0.0,0.0,1004602000.0,1072326000.0,1171510000.0,1417205000.0,1653417000.0,1937726000.0,3083963000.0,3283692000.0,3481871000.0,6477085000.0,6437449000.0,6372647000.0,7848423000.0,7407276000.0,7893606000.0,14813969000.0
