,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,11755000.0,43592000.0,45917000.0,119066000.0,148113000.0,85346000.0,60580000.0,82463000.0,216236000.0,133546000.0
net_income,0.0,-6648000.0,11476000.0,-2256000.0,2207000.0,-8848000.0,-861000.0,5184000.0,-159548000.0,-65305000.0
depreication,0.0,7441000.0,11416000.0,13186000.0,21698000.0,26429000.0,38580000.0,33975000.0,37606000.0,38772000.0
eps_diluted,0.0,0.0,2.15,-0.07,0.06,-0.26,-0.02,0.14,-4.43,-2.96
long_term_assets,0.0,0.0,77558000.0,111979000.0,134961000.0,190658000.0,358255000.0,408098000.0,347430000.0,317014000.0
revenue,0.0,0.0,0.0,769019000.0,253503000.0,290057000.0,422113000.0,465571000.0,1472386000.0,1522741000.0
