,2019,2020,2021,2022
revenue,110494000.0,263112000.0,419591000.0,505835000.0
net_income,112000.0,49758000.0,-9556000.0,21186000.0
eps_diluted,0.0,0.3,-0.06,0.11
depreication,517000.0,946000.0,1424000.0,1924000.0
cash_and_equiv,0.0,58133000.0,195374000.0,159775000.0
long_term_assets,0.0,13542000.0,18412000.0,38564000.0
