,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
revenue,71518000.0,106314000.0,161989000.0,97813000.0,95169000.0,65540000.0,50870000.0,27765000.0,20081000.0,26070000.0,69539000.0,65261000.0
net_income,-34161000.0,21000000.0,14190000.0,20100000.0,-12087000.0,-37717000.0,-43699000.0,-34162000.0,-44105000.0,-47510000.0,-42594000.0,-70993000.0
long_term_debt,51696000.0,216998000.0,292870000.0,217827000.0,275431000.0,168045000.0,214061000.0,198935000.0,275679000.0,380104000.0,468116000.0,520889000.0
long_term_assets,263714000.0,451371000.0,461461000.0,241056000.0,323622000.0,292921000.0,361843000.0,488209000.0,576712000.0,713953000.0,885898000.0,760472000.0
eps_diluted,0.0,0.0,0.0,0.15,-0.09,-0.29,0.0,0.0,0.0,0.0,0.0,-0.54
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58867000.0,10674000.0,51229000.0,24697000.0,22949000.0
