,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
revenue,0.0,92908.0,5816.0,5800.0,5824.0,5848.0,0.0,0.0,251417.0,149085.0,12000.0,0.0,0.0
net_income,-31402.0,-70599.0,-349145.0,-1445529.0,-4365589.0,-766990.0,1853722.0,-2858390.0,2157074.0,-1874135.0,-8639000.0,-4516000.0,-2645000.0
cash_and_equiv,68868.0,110847.0,21392.0,656067.0,1041960.0,254324.0,275041.0,589818.0,474715.0,17636.0,206000.0,270000.0,77000.0
long_term_assets,0.0,801.0,489.0,168.0,0.0,71635.0,112499.0,122035.0,200025.0,174856.0,456000.0,706000.0,1124000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,-0.062,-0.113,-0.126,-0.07,-0.06,0.0,0.0,0.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,24000.0,30000.0,7000.0,2000.0,2000.0
