,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,4492000.0,1767000.0,10723000.0,22006000.0,32175000.0,28074000.0,50224000.0,82936000.0,55646000.0,59977000.0,43425000.0,34656000.0,24685000.0
net_income,0.0,-5328000.0,51000.0,-520000.0,702000.0,2679000.0,14225000.0,5716000.0,-8568000.0,-35430000.0,-13439000.0,-54162000.0,-66397000.0
depreication,0.0,3112000.0,2942000.0,3407000.0,6169000.0,9424000.0,14188000.0,20381000.0,29698000.0,24014000.0,24733000.0,25371000.0,23202000.0
eps_diluted,0.0,0.0,0.07,-0.04,0.05,0.15,0.77,0.28,-0.43,-1.76,-0.57,-2.01,-2.38
long_term_debt,0.0,0.0,25577000.0,65165000.0,77249000.0,108077000.0,94934000.0,120231000.0,161335000.0,141278000.0,155317000.0,163646000.0,195656000.0
long_term_assets,0.0,0.0,26502000.0,33121000.0,70431000.0,119547000.0,164766000.0,223287000.0,272565000.0,274021000.0,271636000.0,260380000.0,225099000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,260713000.0,79855000.0,58018000.0,48658000.0,52326000.0,211565000.0,222818000.0
