,2016,2017,2018,2019,2020,2021,2022
revenue,589000.0,528000.0,781000.0,321000.0,71000.0,0.0,0.0
net_income,-6019000.0,-2521000.0,-8495000.0,-14549000.0,-73812000.0,-107641000.0,-163918000.0
depreication,92000.0,128000.0,471000.0,887000.0,948000.0,922000.0,983000.0
cash_and_equiv,0.0,14192000.0,44973000.0,40326000.0,93087000.0,200695000.0,32672000.0
long_term_assets,0.0,433000.0,4732000.0,7038000.0,5953000.0,6295000.0,6992000.0
eps_diluted,0.0,0.0,0.0,0.0,-2.42,-2.8,-3.15
