,2015,2016,2017,2018,2019,2020,2021,2022
revenue,4270500000.0,4197900000.0,2483700000.0,10233100000.0,2283700000.0,1882200000.0,3108000000.0,4479200000.0
net_income,19400000.0,44200000.0,211100000.0,121600000.0,32700000.0,-293200000.0,-13400000.0,-118700000.0
eps_diluted,0.32,0.72,2.56,1.48,0.44,-3.98,-0.18,-1.73
cash_and_equiv,287200000.0,689200000.0,931800000.0,1079300000.0,955300000.0,787500000.0,856500000.0,841300000.0
depreication,106000000.0,10200000.0,21200000.0,38100000.0,23600000.0,26000000.0,25000000.0,23200000.0
long_term_debt,0.0,1768100000.0,4137300000.0,3446800000.0,4423000000.0,4251600000.0,5344700000.0,6140100000.0
long_term_assets,0.0,1582900000.0,3323400000.0,3340300000.0,4053000000.0,3834600000.0,3792800000.0,4475900000.0
