,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,164306000.0,479874000.0,1018651000.0,585443000.0,639765000.0,688867000.0,412285000.0,413046000.0,5298318000.0,3919300000.0,869502000.0,552325000.0,513460000.0,6059427000.0,3007123000.0,867086000.0
net_income,0.0,237654000.0,268349000.0,299069000.0,336310000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215475000.0,378013000.0,509989000.0
eps_diluted,0.0,0.4,0.45,0.51,0.43,0.38,0.36,0.27,0.48,0.5,0.54,0.51,0.74,0.13,0.73,0.99
depreication,0.0,372529000.0,382339000.0,389976000.0,402588000.0,416943000.0,512548000.0,556062000.0,553021000.0,662710000.0,901992000.0,765498000.0,763935000.0,805765000.0,737916000.0,772881000.0
long_term_assets,0.0,0.0,4945940000.0,5237443000.0,5694308000.0,6052399000.0,6444078000.0,6459141000.0,6494977000.0,6667905000.0,9723217000.0,10066951000.0,9825017000.0,10280034000.0,10679972000.0,11602469000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14411490000.0,14765707000.0,15025042000.0,11558982000.0,16456546000.0,18957258000.0
