,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,2376142.0,6108035.0,1848255.0,1940121.0,-1953383.0,50163.0,-733298.0,-965457.0,-3779949.0,-2603065.0,-2169540.0,-1759159.0,-1055630.0
cash_and_equiv,342871.0,585694.0,44395.0,16993.0,206025.0,78609.0,30080.0,486211.0,77178.0,1274.0,1931.0,3762.0,3969.0
long_term_debt,3656443.0,1049152.0,833890.0,2106734.0,2427835.0,1494868.0,1668056.0,2889259.0,5912698.0,7622930.0,9309333.0,10746359.0,11630936.0
long_term_assets,2886839.0,2590002.0,1181918.0,911016.0,754777.0,630052.0,669343.0,875385.0,870541.0,627144.0,651428.0,651428.0,651428.0
depreication,477278.0,407220.0,373459.0,256995.0,156485.0,0.0,0.0,0.0,4844.0,1309.0,716.0,0.0,0.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,67580.0,218770.0,0.0,0.0,0.0,0.0,0.0
