,2014,2015,2016,2017,2018,2019,2020,2021,2022
revenue,616798000.0,679260000.0,765048000.0,778900000.0,798175000.0,693927000.0,610299000.0,653564000.0,238517000.0
net_income,-47054000.0,-52147000.0,2108000.0,-15337000.0,-20205000.0,2878000.0,-47787000.0,-144689000.0,433461000.0
depreication,99321000.0,95235000.0,105472000.0,106909000.0,111889000.0,109845000.0,106971000.0,107241000.0,18418000.0
cash_and_equiv,0.0,63851000.0,21154000.0,47093000.0,43942000.0,76729000.0,71212000.0,53486000.0,25067000.0
long_term_debt,0.0,1315032000.0,823973000.0,727432000.0,739099000.0,794696000.0,219109000.0,236023000.0,7184000.0
long_term_assets,0.0,567226000.0,545932000.0,560323000.0,540452000.0,623847000.0,734091000.0,603028000.0,12000.0
eps_diluted,0.0,0.0,0.0,-0.41,-0.39,0.05,-0.83,-2.15,4.9
