,2019,2020,2021,2022
revenue,23955000.0,32926000.0,74007000.0,101328000.0
net_income,-312109000.0,-249726000.0,-342978000.0,-337089000.0
eps_diluted,-198.66,-148.81,-1.97,-1.56
depreication,25239000.0,24958000.0,41757000.0,23955000.0
cash_and_equiv,0.0,63232000.0,281081000.0,95858000.0
long_term_debt,0.0,332866000.0,120040000.0,332814000.0
long_term_assets,0.0,301967000.0,335534000.0,322807000.0
