,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
net_income,-257805.0,-2095329.0,0.0,0.0,-3708360.0,-5292936.0,7317761.0,-2280008.0,-6922753.0,-43089977.0
cash_and_equiv,881.0,5447.0,375499.0,46082.0,207094.0,226917.0,63151.0,309738.0,251050.0,827790.0
long_term_debt,66407.0,786156.0,1173870.0,1621195.0,11467590.0,16277800.0,103821.0,10842.0,1101881.0,23909624.0
long_term_assets,0.0,0.0,0.0,7046.0,5227900.0,4517209.0,0.0,1675.0,10186459.0,8687576.0
revenue,0.0,0.0,0.0,0.0,8614989.0,14715217.0,3860675.0,0.0,5046559.0,1103975.0
depreication,0.0,0.0,0.0,0.0,352836.0,1336557.0,0.0,0.0,6218183.0,6188303.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,-0.89,1.05,-0.31,0.0,-4.85
