,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,6855000.0,13500000.0,36687000,149478000.0,117252000.0,102282000.0,146534000.0,57826000.0
revenue,0.0,101325000.0,138580000,46162000.0,42896000.0,222789000.0,270146000.0,242058000.0
net_income,0.0,-14202000.0,1837000,13938000.0,-12884000.0,-20932000.0,-29669000.0,-54579000.0
eps_diluted,0.0,-5.68,0,0.06,-0.29,-0.55,-0.7,-1.23
depreication,0.0,8099000.0,7922000,8288000.0,0.0,0.0,0.0,0.0
long_term_debt,0.0,0.0,46365000,23696000.0,25035000.0,41578000.0,45772000.0,34492000.0
long_term_assets,0.0,0.0,25565000,31509000.0,51373000.0,83069000.0,96414000.0,98477000.0
