,2019,2020,2021
net_income,-1599132.0,-5547275.0,-18944442.0
eps_diluted,-0.51,-1.75,-1.63
cash_and_equiv,38890.0,8335.0,4391816.0
long_term_assets,990618.0,1551537.0,6049441.0
depreication,22166.0,716558.0,1150782.0
revenue,0.0,0.0,26465.0
