,2020,2021,2022
net_income,-60278000.0,-217778000,-159253000.0
eps_diluted,-1.66,-5,-1.58
cash_and_equiv,14421000.0,67322000,8626000.0
long_term_assets,11266000.0,10140000,8829000.0
depreication,4077000.0,4411000,4037000.0
revenue,0.0,2566000,8396000.0
