,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
cash_and_equiv,20899000.0,25645000.0,47214000.0,42919000.0,64610000.0,54291000.0,58909000.0,34917000.0,119532000.0,47914000.0
revenue,0.0,2045113000.0,2271257000.0,2294533000.0,2283391000.0,2371569000.0,2427515000.0,2348789000.0,1850690000.0,2171060000.0
net_income,0.0,4019000.0,56123000.0,10459000.0,117477000.0,184957000.0,98325000.0,-268818000.0,-96417000.0,-6528000.0
eps_diluted,0.0,0.04,0.83,0.72,0.71,1.58,1.02,-2.88,-0.88,-0.06
depreication,0.0,94624000.0,82890000.0,80515000.0,83630000.0,85168000.0,78575000.0,81116000.0,76506000.0,65610000.0
long_term_debt,0.0,0.0,380224000.0,407127000.0,493259000.0,682521000.0,711437000.0,2270438000.0,2057261000.0,1922621000.0
long_term_assets,0.0,0.0,2489152000.0,2502488000.0,2513154000.0,2577603000.0,2618512000.0,2701189000.0,1997195000.0,2013417000.0
