,2019,2020,2021,2022
revenue,63667000.0,278500000.0,488105000.0,592212000.0
net_income,-22450000.0,1081000.0,-19489000.0,-38631000.0
cash_and_equiv,6905000.0,255622000.0,281030000.0,179723000.0
long_term_assets,8291000.0,14081000.0,66981000.0,85875000.0
depreication,1139000.0,2082000.0,4245000.0,14325000.0
eps_diluted,0.0,-0.01,-0.51,-0.61
