,2020,2021,2022
revenue,68562000.0,120219000.0,261966000.0
eps_diluted,-0.56,-0.8,-1.73
depreication,31114000.0,54016000.0,70749000.0
cash_and_equiv,0.0,49872000.0,36486000.0
long_term_debt,0.0,848091000.0,1389738000.0
long_term_assets,0.0,2029317000.0,2200595000.0
