,2019,2020,2021,2022
revenue,533735000.0,1277481000.0,7839444000.0,3194208000.0
net_income,-30387000.0,322317000.0,3624120000.0,-2624949000.0
eps_diluted,-0.5,1.4,14.5,-11.83
cash_and_equiv,548945000.0,1061850000.0,7123478000.0,4425021000.0
depreication,16878000.0,30962000.0,63651000.0,154069000.0
long_term_debt,0.0,4246855000.0,14803830000.0,84208741000.0
long_term_assets,0.0,721466000.0,2900562000.0,3276658000.0
