,2017,2018,2019,2020,2021,2022
revenue,506685000.0,540778000.0,443781000.0,120925000.0,144031000.0,546259000.0
net_income,31117000.0,1835000.0,-7857000.0,-71375000.0,-68522000.0,53159000.0
depreication,6300000.0,6500000.0,6400000.0,7600000.0,5700000.0,4400000.0
cash_and_equiv,0.0,15302000.0,13863000.0,41552000.0,30937000.0,32064000.0
long_term_debt,0.0,395679000.0,272817000.0,266508000.0,282324000.0,282349000.0
long_term_assets,0.0,191699000.0,833007000.0,620097000.0,599921000.0,599542000.0
eps_diluted,0.0,0.0,-0.13,-0.84,-0.76,0.49
