,2017,2018,2019,2020,2021,2022
revenue,0.0,433218000.0,942156000.0,541303000.0,1078351000.0,1694493000.0
net_income,614178.0,39095000.0,50196000.0,-1208390000.0,417282000.0,893837000.0
cash_and_equiv,851466.0,135758000.0,182633000.0,192561000.0,366982000.0,675441000.0
long_term_debt,1804828.0,585996000.0,565043000.0,520064000.0,606632000.0,730656000.0
long_term_assets,652943720.0,3141164000.0,3173188000.0,1171894000.0,1228824000.0,1721838000.0
depreication,129711000.0,177890000.0,523572000.0,283353000.0,187688000.0,243152000.0
eps_diluted,0.0,0.25,0.0,0.0,0.0,0.0
