,2020,2021,2022
revenue,28495000.0,11481000.0,54567000.0
net_income,-4861190.0,-43995000.0,-578105000.0
cash_and_equiv,75361000.0,391364000.0,98332000.0
long_term_assets,336313000.0,1950738000.0,129037000.0
depreication,8159000.0,5422000.0,25350000.0
eps_diluted,0.0,-0.81,-8.12
