,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,56557000.0,68000000.0,68315000,86000000,126000000,372000000,579000000,839000000,585000000,467000000,336000000,419000000,291000000,367000000,336000000,257000000
revenue,0.0,9293367000.0,5417295000,1775815000,2166000000,11313000000,12607000000,13481000000,11451000000,13573000000,40523000000,13573000000,13720000000,10034000000,67417000000,89876000000
net_income,0.0,375044000.0,442473000,193000000,310000000,304000000,196000000,633000000,1189000000,995000000,954000000,1749000000,3518000000,-648000000,5470000000,4756000000
depreication,0.0,274372000.0,325024000,406000000,586000000,871000000,1313000000,1669000000,1951000000,2216000000,2554000000,2859000000,3147000000,3678000000,3817000000,4164000000
long_term_debt,0.0,0.0,8640743000,10462447000,13212000000,27898000000,29699000000,37168000000,41878000000,51079000000,51981000000,55338000000,58778000000,57361000000,60537000000,58630000000
long_term_assets,0.0,0.0,10892550000,16386990000,19442000000,43307000000,43794000000,58140000000,65734000000,72026000000,75563000000,81663000000,91509000000,88827000000,95426000000,93562000000
