,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,408100000.0,624200000.0,582200000.0,643800000.0,813400000.0,988900000.0,903900000.0,1200900000.0,1191300000.0,1427300000.0,1526400000.0,1410900000.0,618800000.0,1018400000.0,704600000.0,662200000.0,490700000.0
net_income,0.0,1487800000.0,118400000.0,76600000.0,150100000.0,183300000.0,161400000.0,198100000.0,214200000.0,185500000.0,214700000.0,-236400000.0,80300000.0,310700000.0,262700000.0,1358100000.0,932200000.0
eps_diluted,0.0,9.23,0.83,0.53,1.04,1.39,1.14,1.41,1.56,1.4,1.65,-1.84,0.66,2.66,2.25,11.58,7.97
long_term_debt,0.0,0.0,2207500000.0,1851900000.0,2127200000.0,2234900000.0,2436600000.0,2449800000.0,2592500000.0,2828600000.0,3492200000.0,3639200000.0,3462100000.0,4193700000.0,3785500000.0,6456800000.0,3572200000.0
long_term_assets,0.0,0.0,2157000000.0,2170900000.0,2161700000.0,2209800000.0,2249000000.0,2164700000.0,2290100000.0,2507900000.0,2916200000.0,2741000000.0,3431300000.0,3127300000.0,4578900000.0,7638200000.0,7148000000.0
depreication,0.0,0.0,136500000.0,134100000.0,127300000.0,131300000.0,138600000.0,145200000.0,152500000.0,162500000.0,172200000.0,168900000.0,164600000.0,152200000.0,172700000.0,189800000.0,238900000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490300000.0,1586600000.0,1642300000.0,1684500000.0,1570000000.0,6997400000.0,7760400000.0
