,2009,2010,2011,2012,2013,2014,2015
cash_and_equiv,17262.0,11213,2628,5216,9872,972.0,650.0
revenue,0.0,58444,2574,61134,13440,0.0,0.0
net_income,0.0,-5224462,-2803499,-2250087,-1129763,-1471919.0,-1167020.0
long_term_debt,0.0,2346936,2415064,3339553,3547524,3704602.0,4344942.0
long_term_assets,0.0,91214,39839,13451,2278,4473.0,0.0
depreication,0.0,103834,3873,2352,915,196.0,0.0
