,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
revenue,816140000.0,796144000.0,822486000.0,0.0,0.0,0.0,0.0,0.0,1088532000.0,1179307000.0,1462765000.0,407036000.0,1547502000.0,1652370000.0,0.0
net_income,21835000.0,11916000.0,11218000.0,-8908000.0,-2062000.0,-27035000.0,7239000.0,4489000.0,3921000.0,1807000.0,-9906000.0,3531000.0,-9902000.0,-16400000.0,-75572000.0
eps_diluted,1.0,0.55,0.51,0.0,0.0,0.0,0.0,0.0,0.16,0.22,-0.74,0.0,-0.58,-0.86,-1.49
depreication,32520000.0,32459000.0,33522000.0,26321000.0,33594000.0,36923000.0,0.0,39845000.0,54159000.0,58468000.0,74674000.0,0.0,81727000.0,80798000.0,78068000.0
long_term_debt,0.0,68051000.0,63877000.0,213085000.0,209985000.0,213877000.0,0.0,279260000.0,360210000.0,361080000.0,620474000.0,0.0,650499000.0,646804000.0,672351000.0
long_term_assets,0.0,397897000.0,406135000.0,285988000.0,300806000.0,322944000.0,0.0,382261000.0,521499000.0,565573000.0,1711675000.0,0.0,1645140000.0,1618716000.0,1539442000.0
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27600000.0,27600000.0,2300000.0,0.0,0.0,0.0,0.0
