,2019,2020,2021,2022
net_income,-492.0,-5271000.0,-77676000.0,-277704000.0
cash_and_equiv,0.0,13430000.0,69245000.0,31640000.0
long_term_debt,103723.0,218893000.0,346638000.0,276107000.0
long_term_assets,100231.0,364911000.0,796525000.0,449482000.0
revenue,0.0,147662000.0,246586000.0,266933000.0
eps_diluted,0.0,-0.24,-2.04,-5.86
depreication,0.0,2259000.0,7291000.0,13613000.0
