,2019,2020,2021,2022
revenue,70567000.0,81863000.0,102731000.0,96849000.0
net_income,-29853000.0,-12528000.0,-20963000.0,-22538000.0
eps_diluted,-4.05,-2.5,-1.08,-0.59
cash_and_equiv,55470000.0,54862000.0,168226000.0,153209000.0
depreication,5150000.0,6023000.0,3112000.0,2710000.0
long_term_assets,0.0,17273000.0,16367000.0,33333000.0
