,2019,2020,2021,2022
revenue,91877000.0,247200000.0,303113000.0,212105000.0
net_income,-3065680.0,22531000.0,21206000.0,-37871000.0
eps_diluted,-0.73,0.48,0.26,-0.39
cash_and_equiv,1578075.0,65622000.0,92494000.0,65430000.0
long_term_assets,250567358.0,609000.0,1723000.0,3267000.0
depreication,47083000.0,111447000.0,143993000.0,116329000.0
