,2018,2019,2020,2021,2022
revenue,380755000.0,541779000.0,772445000.0,1110526000.0,1391024000.0
net_income,-131602000.0,-163190000.0,-282308000.0,-532607000.0,-921062000.0
cash_and_equiv,258731000.0,129959000.0,1272578000.0,1055776000.0,1485084000.0
depreication,16657000.0,19543000.0,25219000.0,31084000.0,39025000.0
eps_diluted,0.0,-2.39,-1.66,-1.89,-2.96
long_term_assets,0.0,395443000.0,590565000.0,2690236000.0,5469345000.0
