,2012,2013,2014,2015,2016,2017,2018,2019
revenue,75004000,85627000.0,134043000.0,156597000,162667000.0,165696000.0,162445000.0,147442000.0
net_income,-564000,2651000.0,5369000.0,-1706000,-398000.0,-12677000.0,-20070000.0,-51988000.0
eps_diluted,0,0.01,0.01,0,-0.05,-0.68,-1.09,-1.85
cash_and_equiv,3025000,4320000.0,2997000.0,3875000,869000.0,673000.0,2879000.0,4463000.0
long_term_assets,15611000,22224000.0,34298000.0,34557000,38100000.0,41224000.0,36953000.0,55557000.0
depreication,1905000,2079000.0,2686000.0,3354000,3862000.0,4338000.0,4698000.0,4535000.0
