,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-1207234.0,-4180912.0,-6503419.0,-13215076.0,-20922717.0,-31233718.0,-5557000.0,-10954000.0,-11816000.0,-43354449.0,-45797798.0,-38850782.0,-18560130.0,-16036492.0,-4868261.0,1617444.0,-6000003.0,-19754705.0
cash_and_equiv,0.0,0.0,0.0,32913304.0,21717215.0,27303217.0,11298885.0,12621477.0,3318155.0,3316576.0,326217.0,130946.0,89618.0,18159.0,0.0,167725.0,5961760.0,11483018.0
revenue,0.0,0.0,0.0,0.0,1464346.0,2481489.0,3949911.0,0.0,0.0,0.0,0.0,0.0,642179.0,862412.0,638380.0,66613.0,607783.0,1222786.0
depreication,0.0,0.0,0.0,0.0,2582706.0,6690601.0,7541962.0,6166123.0,6225854.0,5960843.0,5633428.0,3600007.0,1193535.0,377306.0,242781.0,151658.0,57314.0,75645.0
long_term_debt,0.0,0.0,0.0,0.0,0.0,13038729.0,11395277.0,9524013.0,12022374.0,17232551.0,15916693.0,23802616.0,20459367.0,29248202.0,36597031.0,15036831.0,3051112.0,4973659.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,112356386.0,34311689.0,27811157.0,21696571.0,20734105.0,10763908.0,7381079.0,6152785.0,5309848.0,5048016.0,6592267.0,5997150.0,6232522.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,-1.54,-0.66
