,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,5652000.0,2339000.0,11756000.0,15803000.0,12024000.0,6206000.0,7854000.0,26537000.0
revenue,0.0,5589000.0,1399000.0,1107000.0,4931000.0,4910000.0,802000.0,410000.0
net_income,0.0,710000.0,128000.0,-9329000.0,-4693000.0,-10753000.0,-23061000.0,-140547000.0
eps_diluted,0.0,0.06,0.01,-0.75,0.0,0.0,-1.49,-6.31
depreication,0.0,1643000.0,1669000.0,1698000.0,1779000.0,1866000.0,70000.0,72000.0
long_term_assets,0.0,0.0,74037000.0,72408000.0,128882000.0,126515000.0,139291000.0,9973000.0
