,2017,2018,2019,2020,2021,2022
revenue,0.0,16300.0,428340.0,243508.0,220947.0,106322.0
net_income,-1958.0,-18910.0,-362244.0,-987524.0,-2662829.0,-981552.0
cash_and_equiv,4570.0,14006.0,0.0,504179.0,80306.0,163439.0
long_term_assets,0.0,4704.0,265540.0,246275.0,912396.0,774183.0
depreication,0.0,1446.0,9672.0,37890.0,43309.0,16249.0
eps_diluted,0.0,0.0,0.0,-0.06,-0.1,0.0
