,2016,2017,2018,2019,2020,2021,2022,2023
net_income,-400.0,-151260.0,-2671946.0,-3331240.0,-2721627.0,-2932828.0,-6176126.0,-4483474.0
cash_and_equiv,6229.0,27124.0,0.0,474653.0,10181.0,151993.0,4891868.0,1985440.0
long_term_debt,12700.0,16199.0,45211.0,403006.0,2022322.0,2568606.0,779256.0,748613.0
long_term_assets,0.0,0.0,0.0,2217152.0,2154574.0,9613231.0,7274292.0,6762632.0
revenue,0.0,0.0,0.0,245285.0,370647.0,943702.0,1422154.0,2079609.0
depreication,0.0,0.0,0.0,37011.0,72188.0,160108.0,308741.0,330143.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,-0.53
