,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,4331104.0,4247374.0,419305.0,1646172.0,11151900.0,2604886.0,19740.0,1191.0,435211.0,174783.0,440636.0,7446664.0
net_income,0.0,-39010476.0,-32172344.0,-43856347.0,-93570188.0,-25293145.0,-161898979.0,-123239785.0,-1225300.0,-1651273.0,-21665704.0,-5600000.0
eps_diluted,0.0,-0.18,-0.23,-0.28,-0.09,-0.02,-0.11,-0.08,0.0,-0.25,-2.23,-0.39
depreication,0.0,2768122.0,2352797.0,1864739.0,4949036.0,8900192.0,8626844.0,1508862.0,0.0,0.0,0.0,28950.0
long_term_assets,0.0,0.0,11735676.0,10037787.0,301691520.0,260680358.0,122086598.0,406021.0,6737518.0,8490303.0,7277717.0,11376584.0
revenue,0.0,0.0,0.0,0.0,0.0,73201161.0,0.0,0.0,1738000.0,1402300.0,670171.0,863438.0
