,2019,2020,2021,2022
revenue,6273263000.0,11967339000.0,18406372000.0,20582615000.0
net_income,-696885000.0,-463157000.0,-1542590000.0,-92042000.0
eps_diluted,-39.48,-19.16,-1.08,-0.05
depreication,70908000.0,127519000.0,201480000.0,230965000.0
cash_and_equiv,0.0,1251455000.0,3487708000.0,3509334000.0
long_term_assets,0.0,2226618000.0,3005028000.0,3682773000.0
