,2020,2021,2022
revenue,37768000.0,52103000.0,50294000.0
net_income,-18263000.0,-21464000.0,-34112000.0
cash_and_equiv,17359000.0,40608000.0,6942000.0
long_term_assets,46625000.0,40088000.0,32781000.0
depreication,7076000.0,10620000.0,10806000.0
eps_diluted,0.0,-3.06,-1.18
