,2021,2022,2023
revenue,1661700000.0,1698600000.0,3266000000.0
net_income,810300000.0,704200000.0,548700000.0
eps_diluted,18.6,16.43,9.56
depreication,20800000.0,24300000.0,151100000.0
cash_and_equiv,0.0,802800000.0,292900000.0
long_term_assets,0.0,990100000.0,7280700000.0
