,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,9562017.0,20014000.0,2120000.0,40182000.0,34395000.0,48750000.0,35952000.0,7851000.0,34479000.0,14463000.0,19143000.0,5246000.0
net_income,0.0,-23260127.0,-14320620.0,-16077468.0,-30335000.0,-5201000.0,-6240000.0,-3810000.0,-6021000.0,-17620000.0,-71067000.0,-25412000.0
eps_diluted,0.0,0.0,-45.68,-0.37,-0.17,0.0,0.0,0.0,-0.38,-24.4,-29.28,-1.18
long_term_debt,0.0,0.0,6844503.0,8992000.0,7782000.0,10970000.0,14272000.0,2218000.0,3795000.0,23734000.0,46111000.0,14813000.0
long_term_assets,0.0,0.0,12138786.0,13840000.0,12336000.0,12348000.0,13881000.0,13934000.0,14221000.0,16277000.0,15408000.0,2884000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749000.0,4101000.0,10884000.0
