,2014,2015,2016,2017,2018,2019,2020,2021,2022
revenue,68170000.0,15165000.0,59000.0,137212000.0,212470000.0,233073000.0,122340000.0,126648000.0,255740000.0
net_income,7556000.0,2265000.0,12441000.0,10886000.0,-4433000.0,2388000.0,-2884000.0,-50674000.0,-703000.0
eps_diluted,0.29,0.09,0.4,0.27,-0.11,0.05,-0.07,-1.21,-0.02
depreication,160000.0,388000.0,384000.0,525000.0,1843000.0,2411000.0,1911000.0,1980000.0,2244000.0
long_term_debt,0.0,48567000.0,14292000.0,34559000.0,72545000.0,68258000.0,59708000.0,63903000.0,69740000.0
long_term_assets,0.0,116078000.0,108428000.0,173625000.0,270196000.0,271226000.0,315591000.0,300156000.0,291890000.0
cash_and_equiv,0.0,0.0,46563000.0,34740000.0,1466000.0,2639000.0,11725000.0,25588000.0,5510000.0
