,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,48598000.0,53900000.0,27369000.0,11821000.0,29216000.0,33605000.0,56083000.0,29168000.0,57573000.0,36343000.0,50212000.0,74248000.0
revenue,0.0,164159000.0,172742000.0,188688000.0,184950000.0,751526000.0,764281000.0,819982000.0,827995000.0,800354000.0,833350000.0,942261000.0
net_income,0.0,12073000.0,2302000.0,14248000.0,10404000.0,82728000.0,64615000.0,64883000.0,54713000.0,33552000.0,54385000.0,49175000.0
depreication,0.0,17527000.0,5292000.0,5241000.0,5654000.0,23452000.0,26001000.0,26943000.0,27564000.0,32341000.0,31885000.0,32705000.0
eps_diluted,0.0,0.0,0.82,0.36,0.26,2.07,1.61,1.61,1.35,0.83,1.34,1.21
long_term_debt,0.0,0.0,413070000.0,398860000.0,111333000.0,108777000.0,115796000.0,143221000.0,154227000.0,157238000.0,164116000.0,190832000.0
long_term_assets,0.0,0.0,177756000.0,173034000.0,179590000.0,265004000.0,259732000.0,256218000.0,260509000.0,332263000.0,342416000.0,365467000.0
