,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,106891000.0,84098000.0,103234000.0,146833000.0,131432000.0,54696000.0,17773000.0,65063000.0,14449000.0,57533000.0,10127000.0,14096000.0,423806000.0,42603000.0,80445000.0
net_income,0.0,-61854000.0,-95508000.0,-16698000.0,-12048000.0,4529000.0,2421000.0,-10580000.0,6411000.0,-42701000.0,52021000.0,41367000.0,139914000.0,1725416000.0,2749369000.0
long_term_debt,0.0,0.0,240252000.0,373640000.0,478190000.0,480394000.0,556071000.0,735238000.0,754697000.0,798354000.0,731259000.0,821301000.0,1074853000.0,2128711000.0,1842779000.0
long_term_assets,0.0,0.0,177455000.0,171857000.0,170969000.0,184678000.0,242525000.0,1687709000.0,1693906000.0,1610256000.0,1558558000.0,1942623000.0,1949989000.0,6746074000.0,7097513000.0
eps_diluted,0.0,0.0,0.0,0.0,-0.6,0.05,0.02,-0.1,0.06,-0.38,0.45,0.35,1.18,8.48,16.82
depreication,0.0,0.0,0.0,0.0,11120000.0,9305000.0,9519000.0,58280000.0,109793000.0,92993000.0,97906000.0,100038000.0,116566000.0,547352000.0,497140000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6367284000.0,1778939000.0,1815980000.0,1763573000.0,2530760000.0,19893856000.0,22726418000.0
