,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-14336000.0,-8576000.0,-21000,11291000.0,22761000.0,29813000.0,145384000.0,181848000.0,245368000.0
eps_diluted,-0.46,-0.27,0,0.3,0.61,0.78,3.84,4.81,7.28
cash_and_equiv,0.0,14880000.0,37099000,26485000.0,23275000.0,131920000.0,277766000.0,461304000.0,28265000.0
long_term_debt,0.0,511899000.0,333603000,397817000.0,336747000.0,343002000.0,440110000.0,557217000.0,803470000.0
long_term_assets,0.0,889320000.0,845857000,820746000.0,789819000.0,826043000.0,917026000.0,969023000.0,1018533000.0
revenue,0.0,0.0,421582000,112682000.0,192115000.0,229886000.0,925925000.0,1142377000.0,1459996000.0
