,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,2459000.0,2276000.0,35000000.0,41373000.0,35710000.0,29467000.0,25136000.0,16412000.0,32131000.0,24072000.0,17433000.0
net_income,0.0,-7708000.0,-2549000.0,-11047000.0,-6314000.0,-6560000.0,-7756000.0,-3936000.0,-16775000.0,-28667000.0,-29135000.0
depreication,0.0,7000.0,15000.0,51000.0,94000.0,48000.0,28000.0,22000.0,12000.0,14000.0,16000.0
long_term_assets,0.0,0.0,2443000.0,216000.0,82000.0,73000.0,45000.0,861000.0,524000.0,1621000.0,1241000.0
revenue,0.0,0.0,0.0,0.0,3449000.0,8755000.0,3000000.0,0.0,0.0,346000.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87,-1.66,-1.39
