,2016,2017,2018,2019,2020,2021,2022
net_income,-9502.0,-28619000.0,-89215000.0,-110000.0,-166000.0,-196579000.0,-84706000.0
long_term_assets,0.0,206785848.0,75834000.0,2405000.0,4840000.0,15223000.0,13380000.0
revenue,0.0,116586000.0,431404000.0,45848000.0,1207000.0,253840000.0,82840000.0
cash_and_equiv,0.0,17194000.0,7950000.0,3190000.0,607000.0,5263000.0,7102000.0
eps_diluted,0.0,0.0,0.0,-0.0015,-0.0022,-1.7181,-0.0004
depreication,0.0,0.0,0.0,3000.0,5000.0,787000.0,1681000.0
