,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,175536000.0,191318000.0,218659000.0,365192000.0,87426000.0,43717000.0,43214000.0,43772000.0,57338000.0,224874000.0,76728000.0
revenue,0.0,1767651000.0,444556000.0,502678000.0,379984000.0,408099000.0,1062388000.0,859111000.0,566317000.0,723363000.0,889815000.0
net_income,0.0,174527000.0,-48162000.0,-5204000.0,-71560000.0,-107478000.0,-233403000.0,-121974000.0,-10318000.0,30894000.0,-22861000.0
eps_diluted,0.0,3.1,-0.49,0.36,-2.31,-8.09,0.0,-3.87,-0.21,0.26,-0.43
depreication,0.0,23030000.0,32436000.0,34932000.0,39583000.0,40138000.0,32003000.0,23605000.0,16805000.0,18337000.0,23992000.0
long_term_debt,0.0,0.0,488090000.0,561352000.0,617538000.0,744327000.0,742638000.0,602494000.0,454162000.0,253383000.0,371999000.0
long_term_assets,0.0,0.0,667787000.0,684861000.0,751609000.0,589972000.0,195878000.0,214299000.0,202992000.0,330831000.0,385043000.0
