,2018,2019,2020,2021,2022,2023
revenue,131781000.0,143705000.0,145650000.0,126894000.0,143294000.0,144993000.0
net_income,13947000.0,14810000.0,10987000.0,14595000.0,8947000.0,4522000.0
eps_diluted,0.02,0.03,0.02,0.03,0.02,0.01
depreication,15524000.0,16368000.0,19972000.0,16559000.0,14951000.0,15609000.0
cash_and_equiv,0.0,26941000.0,17953000.0,45489000.0,33738000.0,29876000.0
long_term_assets,0.0,99871000.0,90257000.0,93920000.0,105924000.0,106826000.0
