,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,261633000.0,290154000.0,397431000.0,390598000.0,178885000.0,190069000.0,286824000.0,139710000.0,166154000.0,132597000.0,118900000.0,500500000.0,448800000.0,379000000.0,449500000.0
revenue,0.0,199475000.0,256983000.0,304118000.0,346286000.0,375009000.0,0.0,0.0,0.0,0.0,0.0,120700000.0,127000000.0,145800000.0,746200000.0
net_income,0.0,33786000.0,49775000.0,12078000.0,20403000.0,35681000.0,11977000.0,13442000.0,6219000.0,13700000.0,-2500000.0,-54300000.0,-83000000.0,-147600000.0,-200900000.0
eps_diluted,0.0,0.32,0.45,0.1,0.18,0.29,0.1,0.13,0.06,0.14,-0.02,-0.5,-0.75,-1.28,-1.67
depreication,0.0,96564000.0,90424000.0,108605000.0,142709000.0,153301000.0,164010000.0,173323000.0,159145000.0,150500000.0,111600000.0,86200000.0,97100000.0,120900000.0,129800000.0
long_term_assets,0.0,0.0,844013000.0,989827000.0,1583217000.0,1536644000.0,1570478000.0,1639783000.0,1609353000.0,1549237000.0,1747400000.0,1404100000.0,1638200000.0,1968100000.0,2155100000.0
