,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,31072000.0,34310000.0,133596000.0,23949000.0,132700000.0,149036000.0,68772000.0,111918000.0,78862000.0
net_income,0.0,-45853000.0,-53147000.0,12613000.0,51778000.0,22675000.0,-44112000.0,-20232000.0,2030000.0
eps_diluted,0.0,-1.31,-0.33,0.12,0.59,0.22,-0.44,-0.2,0.02
depreication,0.0,50134000.0,43542000.0,55628000.0,88138000.0,145304000.0,153290000.0,133377000.0,128108000.0
long_term_debt,0.0,0.0,336068000.0,316538000.0,422760000.0,362966000.0,104163000.0,173785000.0,314180000.0
long_term_assets,0.0,0.0,276642000.0,483372000.0,925265000.0,1060520000.0,883013000.0,810172000.0,1007001000.0
revenue,0.0,0.0,0.0,313712000.0,425414000.0,434794000.0,154344000.0,246070000.0,1279701000.0
