,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,553.0,191.0,314.0,582.0,2844,211922.0,16211.0,0.0,37771.0,15862.0,45113,244750.0,662177.0,280073.0
net_income,0.0,-12169.0,-15419.0,-14932.0,-15288,-3117941.0,-1315407.0,-2435961.0,-2654434.0,-1252735.0,-1608283,-934577.0,1750589.0,-294528.0
long_term_assets,0.0,242.0,0.0,0.0,0,1287991.0,1300831.0,135669.0,150309.0,435029.0,1277780,968318.0,846227.0,697545.0
long_term_debt,0.0,0.0,2000.0,2000.0,4300,1281649.0,1597134.0,1642017.0,4479713.0,4098453.0,5331252,6362541.0,2721844.0,1907560.0
revenue,0.0,0.0,0.0,0.0,0,1032168.0,2618849.0,2821187.0,3865807.0,4050037.0,4126059,4131650.0,4659393.0,3876227.0
eps_diluted,0.0,0.0,0.0,0.0,0,-0.03,-0.01,0.0,0.0,-0.01,0,-0.12,0.14,-0.04
