,2020,2021,2022
revenue,172560000.0,171919000.0,212978000.0
net_income,-1410000.0,15866000.0,85742000.0
eps_diluted,-1.4,15.71,2.12
cash_and_equiv,34324000.0,33811000.0,129135000.0
depreication,44328000.0,43389000.0,45935000.0
long_term_debt,0.0,1048276000.0,1416891000.0
long_term_assets,0.0,1387215000.0,1912723000.0
