,2008,2009,2010,2011,2012,2013,2015,2016,2017,2018,2019,2021,2022
cash_and_equiv,255244000.0,172012000.0,405175000.0,287498000.0,177236000.0,320479000.0,276261000.0,297330000.0,231244000.0,403373000.0,200218000.0,315965000.0,198726000.0
net_income,0.0,138097000.0,68156000.0,117911000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eps_diluted,0.0,2.02,1.0,1.87,2.51,2.68,7.1,1.63,-9.87,-0.07,-1.04,-1.88,-0.85
long_term_debt,0.0,0.0,249818000.0,397514000.0,477378000.0,992606000.0,1065908000.0,1045485000.0,950288000.0,998503000.0,761680000.0,784326000.0,642320000.0
long_term_assets,0.0,0.0,330010000.0,407520000.0,697877000.0,706789000.0,722888000.0,839607000.0,367384000.0,316629000.0,545274000.0,488030000.0,292828000.0
depreication,0.0,0.0,0.0,45220000.0,60506000.0,74267000.0,83330000.0,91497000.0,81577000.0,67079000.0,53442000.0,42250000.0,22631000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3042371000.0,2788163000.0,2541488000.0,2217712000.0,1613343000.0,1682439000.0
