,2019,2020,2021,2022
revenue,212518000.0,142000,1445000,859542000
net_income,5669000.0,-13125000,-307197000,-215564000
depreication,6095000.0,27710000,54136000,69198000
cash_and_equiv,0.0,18829000,148029000,108621000
long_term_debt,0.0,449741000,277982000,409963000
long_term_assets,0.0,1493451000,1660589000,1940648000
