,2020,2021,2022
net_income,-1448.0,-36866000.0,-168534000.0
cash_and_equiv,25000.0,17018000.0,37207000.0
long_term_assets,0.0,2996000.0,8515000.0
revenue,0.0,52852000.0,70021000.0
eps_diluted,0.0,-1.92,-4.23
depreication,0.0,1021000.0,1837000.0
