,2020,2021,2022
revenue,85884000.0,111174000.0,136125000.0
net_income,-1501235.0,-338060000.0,-111339000.0
eps_diluted,-0.43,-2.58,-0.39
cash_and_equiv,51850000.0,139519000.0,117128000.0
long_term_debt,27752000.0,33327000.0,48978000.0
long_term_assets,9579000.0,281473000.0,122463000.0
depreication,4778000.0,5824000.0,13297000.0
