,2018,2019,2020,2021,2022
net_income,-21985.0,-94718000.0,-362298000.0,-237986000.0,-445939000.0
cash_and_equiv,52489.0,27080000.0,208944000.0,329977000.0,69552000.0
long_term_debt,486849.0,16328000.0,16991000.0,38998000.0,77541000.0
long_term_assets,0.0,10397000.0,9541000.0,38143000.0,132741000.0
revenue,0.0,12602000.0,13951000.0,31944000.0,40698000.0
eps_diluted,0.0,-0.84,-2.54,-0.69,-1.25
depreication,0.0,2316000.0,2517000.0,4162000.0,6566000.0
