,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,166770000.0,109859000.0,113649000.0,94458000.0,104666000.0,124330000.0,86495000.0,149101000.0,162641000.0,116345000.0,202954000.0,109201000.0,298014000.0,190611000.0,178657000.0
revenue,0.0,309101000.0,454352000.0,112009000.0,128064000.0,139092000.0,186306000.0,260034000.0,181043000.0,740739000.0,332058000.0,384567000.0,353525000.0,400257000.0,1573242000.0
net_income,0.0,-86622000.0,-27932000.0,-19350000.0,-16088000.0,-10178000.0,8410000.0,12631000.0,-36253000.0,-73985000.0,-133467000.0,-66594000.0,-9924000.0,-33068000.0,-76043000.0
eps_diluted,0.0,-0.91,-0.28,-0.18,-0.14,-0.08,0.06,0.08,-0.25,-0.5,-0.76,-0.37,-0.05,-0.16,-0.35
depreication,0.0,16547000.0,15619000.0,17859000.0,23661000.0,0.0,0.0,35777000.0,61489000.0,65997000.0,100494000.0,119824000.0,100140000.0,83583000.0,83830000.0
long_term_assets,0.0,0.0,89930000.0,148473000.0,98673000.0,161856000.0,166161000.0,559066000.0,468160000.0,469733000.0,844173000.0,685507000.0,670624000.0,595463000.0,536166000.0
