,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,92262.0,249143.0,3218000.0,298000.0,7415000.0,13108000.0,2897000.0
revenue,0.0,1112726.0,1374000.0,1666000.0,2404000.0,6541000.0,3365000.0
net_income,0.0,-25652213.0,-67357000.0,-12038000.0,-12705000.0,-11820000.0,-16151000.0
long_term_assets,0.0,256653.0,265000.0,206000.0,183000.0,203000.0,322000.0
depreication,0.0,59623.0,42000.0,58000.0,66000.0,79000.0,122000.0
eps_diluted,0.0,0.0,0.0,0.0,-2.47,-105.2,-82.89
