,2020,2021,2022
net_income,-1000.0,4338000.0,-39571000.0
eps_diluted,0.0,0.11,-1.03
cash_and_equiv,25000.0,25586000.0,17781000.0
long_term_assets,0.0,10170000.0,15273000.0
revenue,0.0,78000000.0,86251000.0
depreication,0.0,617000.0,891000.0
