,2020,2021,2022
revenue,1950069000.0,2428115000.0,2593480000.0
net_income,157414000.0,235110000.0,223747000.0
eps_diluted,2.62,3.92,3.69
depreication,76644000.0,75899000.0,65978000.0
cash_and_equiv,0.0,41209000.0,72024000.0
long_term_debt,0.0,596589000.0,1820218000.0
long_term_assets,0.0,2497189000.0,2765345000.0
