,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-4079552.0,-435407.0,-720112.0,-292310.0,-77998.0,-1449474.0,-2057865.0,-2926057.0,-11626500.0,-4624524.0,-807731.0,-183494.0,-189601.0,-177535.0,-177813.0,-167773.0,-172169.0,-240988.0
cash_and_equiv,0.0,0.0,0.0,0.0,6098.0,1993751.0,730922.0,84091.0,786137.0,48919.0,3675.0,1222.0,692.0,658.0,853.0,413.0,264.0,10672.0
revenue,0.0,0.0,0.0,0.0,0.0,347.0,119118.0,182109.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,48.0,0.0,98323.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,1314139.0,1674.0,717.0,5230770.0,237000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
depreication,0.0,0.0,0.0,0.0,0.0,239.0,957.0,957.0,426969.0,1705008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01
